Token	Tag
Dawg	Eng
I	Eng
spoke	Eng
Spanish	Eng
up	Eng
until	Eng
I	Eng
got	Eng
to	Eng
pre	Eng
k	Eng
I	Eng
legit	Eng
picked	Eng
up	Eng
English	Eng
in	Eng
about	Eng
3	Num
weeks	Eng
lmao	Spn
it	Eng
’	Punct
s	Eng
insane	Eng
how	Eng
fast	Eng
you	Eng
can	Eng
learn	Eng
as	Eng
a	Eng
little	Eng
kid	Eng
story	Eng
of	Eng
a	Eng
lot	Eng
of	Eng
Mexican	Spn
children	Eng
and	Eng
then	Eng
we	Eng
get	Eng
hated	Eng
on	Eng
by	Eng
all	Eng
the	Eng
"Punct	O	N/A	N/A	N/A	N/A
real	Eng	O	50.3	35.46	-0.8	49.5"	Punct
Mexicans	Eng
because	Eng
we	Eng
can	Eng
'	Punct
t	Eng
speak	Eng
Spanish	Eng
😒	Punct
this	Eng
is	Eng
my	Eng
mom	Eng
.	Punct
when	Eng
my	Eng
mom	Eng
was	Eng
a	Eng
kid	Eng
speaking	Eng
spanish	Eng
in	Eng
school	Eng
was	Eng
frowned	Eng
upon	Eng
.	Punct
so	Eng
she	Eng
didn	Eng
’	Punct
t	Eng
teach	Eng
it	Eng
to	Eng
me	Spn
.	Punct
i	Eng
understand	Eng
it	Eng
but	Eng
now	Eng
im	Eng
trying	Eng
Me	Eng
-	Punct
core	Eng
Learning	Eng
Spanish	Eng
on	Eng
Duolingo	Spn
rn	Eng
cuz	Spn
no	Spn
one	Eng
talked	Eng
to	Eng
me	Eng
in	Eng
Spanish	Eng
as	Eng
a	Eng
kid	Eng
😔	Punct
yall	Eng
rlly	Eng
think	Eng
my	Eng
parents	Eng
sat	Eng
down	Eng
with	Eng
me	Eng
and	Eng
taught	Eng
me	Eng
words	Eng
in	Eng
spanish	Eng
?	Punct
😭	Punct
😭	Punct
no	Spn
they	Eng
never	Eng
taught	Eng
me	Eng
shi	Eng
it	Eng
’	Punct
s	Eng
called	Eng
picking	Eng
it	Eng
up	Eng
i	Eng
’	Punct
m	Eng
fluent	Eng
I	Eng
thought	Eng
I	Eng
was	Eng
the	Eng
only	Eng
one	Eng
😂	Punct
This	Eng
algorithm	Eng
be	Eng
knowing	Eng
a	Eng
bit	Eng
too	Eng
much	Eng
now	Eng
.	Punct
I	Eng
think	Eng
about	Eng
how	Eng
my	Eng
parents	Eng
send	Eng
me	Eng
to	Eng
kindergarten	Eng
not	Eng
knowing	Eng
a	Eng
word	Eng
of	Eng
English	Eng
lol	Eng
Adorable	Spn
!	Punct
!	Punct
Awww	Eng
🥰	Punct
@	Punct
i	Eng
🥰	Punct
🥰	Punct
🥰	Punct
owwwww	Eng
gallotoos	Eng
😅	Punct
😅	Punct
😅	Punct
😅	Punct
aww	Eng
Adorable	Spn
mana	Spn
🥰	Punct
🥰	Punct
🥰	Punct
🥰	Punct
🥰	Punct
AWWWW	Eng
Omg	Eng
@	Punct
lessvc3	Spn
cuelis	Spn
enserio	Spn
está	Spn
mana	Spn
me	Spn
hace	Spn
el	Spn
día	Spn
más	Spn
feliz	Spn
cada	Spn
ves	Spn
que	Spn
los	Spn
veo	Spn
😁	Punct
😁	Punct
✨	Punct
✨	Punct
que	Spn
tierno	Spn
es	Spn
tu	Spn
novio	Spn
es	Spn
muy	Spn
tiernito	Spn
No	Spn
les	Spn
pasa	Spn
que	Spn
"Punct	O	N/A	N/A	N/A	N/A
Si	Spn	O	14.77	35.22	-1.01	34.21
porfavor	Spn	O	28.89	43.19	-1.01	42.18"	Punct
👀	Punct
Yo	Spn
aquí	Spn
riéndome	Spn
a	Spn
las	Spn
3	Num
de	Spn
la	Spn
mañana	Spn
😅	Punct
La	Spn
mamá	Spn
es	Spn
tan	Spn
tierno	Spn
debes	Spn
estar	Spn
riendo	Spn
todo	Spn
el	Spn
día	Spn
😂	Punct
mi	Spn
novio	Spn
😂	Punct
😂	Punct
😂	Punct
✨	Punct
ticito	Spn
✨	Punct
✨	Punct
cueliz	Spn
✨	Punct
✨	Punct
galloto	Spn
✨	Punct
Awwww	Eng
@	Punct
massiel2524	Spn
me	Spn
cuedes	Spn
dar	Spn
más	Spn
😁	Punct
✨	Punct
Si	Spn
porfavor	Spn
✨	Punct
JAKAKAJAJA	Spn
eso	Spn
ameeeee	Spn
✨	Punct
mi	Spn
cuedes	Spn
dar	Spn
mas	Spn
?	Punct
✨	Punct
😄	Punct
✨	Punct
Galloto	Spn
✨	Punct
😂	Punct
más	Spn
tiernooooo	Spn
✨	Punct
galloto	Spn
✨	Punct
me	Spn
cuedes	Spn
dar	Spn
más	Spn
✨	Punct
🌚	Punct
👌	Punct
TU	Spn
MI	Spn
NOVIO	Spn
😅	Punct
✨	Punct
Estoy	Spn
cueliz	Spn
✨	Punct
✨	Punct
TISITO	Spn
✨	Punct
✨	Punct
Galloto	Spn
✨	Punct
😂	Punct
😂	Punct
me	Spn
encantan	Spn
tu	Spn
novio	Spn
es	Spn
muy	Spn
tierno	Spn
🥰	Punct
🥰	Punct
🥰	Punct
re	Eng
amo	Spn
su	Spn
español	Spn
xd	Eng
Relatable	Eng
for	Eng
“	Punct
sure	Eng
”	Punct
@	Punct
aidangallagherofficial	Eng
this	Eng
could	Eng
be	Eng
you	Eng
and	Eng
me	Eng
I	Eng
don	Eng
'	Punct
t	Eng
know	Eng
just	Eng
think	Eng
Wayne	Eng
Rooney	Eng
?	Punct
?	Punct
😨	Punct
😨	Punct
/	Punct
cry	Eng
nooooo	Eng
NOOO	Eng
see	Eng
😂	Punct
z	Spn
😂	Punct
:	Punct
(	Punct
ptmr	Spn
@	Punct
on	Eng
.	Punct
u	Spn
.	Punct
x	Spn
coshiname	Spn
🥺	Punct
a	Spn
quien	Spn
más	Spn
le	Spn
apareció	Spn
cuando	Spn
terminaron	Spn
🥺	Punct
?	Punct
De	Spn
que	Spn
color	Spn
tiene	Spn
que	Spn
quedar	Spn
?	Punct
.	Punct
.	Punct
.	Punct
.	Punct
.	Punct
.	Punct
.	Punct
.	Punct
.	Punct
✋	Punct
🏾	Punct
como	Spn
tú	Spn
!	Punct
👊	Punct
🏾	Punct
😅	Punct
wey	Eng
es	Spn
tan	Spn
tiernoooo	Spn
😭	Punct
🤙	Punct
nuevo	Spn
seguidor	Spn
c	Spn
:	Punct
Hola	Spn
mana	Spn
🙄	Punct
🤙	Punct
🏻	Punct
✨	Punct
no	Spn
cuedo	Spn
😔	Punct
✨	Punct
.	Punct
.	Punct
.	Punct
😅	Punct
🤭	Punct
🤣	Punct
nooo	Eng
:	Punct
(	Punct
(	Punct
✨	Punct
Ti	Spn
mentí	Spn
✨	Punct
😂	Punct
😂	Punct
😂	Punct
Primero	Spn
diosss	Spn
es	Spn
muy	Spn
tiernooo	Spn
🥺	Punct
🥺	Punct
🥺	Punct
hay	Spn
mana	Spn
no	Spn
ves	Spn
que	Spn
no	Spn
cuede	Spn
🥺	Punct
😂	Punct
😂	Punct
😂	Punct
estás	Spn
listo	Spn
para	Spn
el	Spn
reto	Spn
?	Punct
✨	Punct
NO	Spn
✨	Punct
Hay	Spn
me	Spn
encantan	Spn
🥰	Punct
🥰	Punct
🥰	Punct
😂	Punct
😂	Punct
“	Punct
No	Spn
”	Punct
jasjajajsj	Spn
XD	Spn
es	Spn
que	Spn
lo	Spn
amo	Spn
a	Spn
este	Spn
man	Eng
😂	Punct
💐	Punct
❤	Punct
️	Punct
Me	Spn
cae	Spn
re	Eng
bien	Spn
tu	Spn
novio	Spn
jsjs	Spn
@	Punct
nabitonta	Spn
tiene	Spn
que	Spn
quedar	Spn
como	Spn
tú	Spn
Es	Spn
tanta	Spn
la	Spn
ternura	Spn
que	Spn
dan	Spn
los	Spn
2	Num
😅	Punct
JAJAJAJA	Spn
Saludos	Spn
dese	Spn
Argentina	Spn
Manas	Spn
😘	Punct
🇦	Punct
🇷	Punct
😁	Punct
Me	Spn
dio	Spn
más	Spn
risa	Spn
al	Spn
final	Eng
dijo	Spn
te	Spn
mentí	Spn
😅	Punct
😅	Punct
😅	Punct
😅	Punct
😅	Punct
JAJAJAJAJAJA	Spn
✨	Punct
como	Spn
tú	Spn
✨	Punct
🤣	Punct
🤣	Punct
🤣	Punct
he	Eng
watchin	Eng
Mia	Spn
Cuhlifa	Spn
These	Eng
sound	Eng
affects	Eng
are	Eng
so	Eng
good	Eng
😂	Punct
😂	Punct
Bruh	Eng
this	Eng
shi	Eng
funny	Eng
😂	Punct
The	Eng
ending	Eng
caught	Eng
me	Eng
off	Eng
guard	Eng
💀	Punct
😭	Punct
😭	Punct
when	Eng
gta	Spn
guy	Eng
be	Eng
like	Eng
in	Eng
the	Eng
store	Eng
😏	Punct
😂	Punct
😂	Punct
bro	Spn
the	Eng
end	Eng
killed	Eng
me	Eng
imaging	Eng
dominican	Eng
and	Eng
mexican	Spn
are	Eng
in	Eng
gastation	Eng
💀	Punct
The	Eng
end	Eng
tho	Eng
🤣	Punct
🤣	Punct
🤣	Punct
He	Eng
said	Eng
omggg	Eng
not	Eng
again	Eng
😭	Punct
😭	Punct
😭	Punct
🤣	Punct
🤣	Punct
🤣	Punct
lmao	Spn
I	Eng
love	Eng
Mexicans	Eng
brooooo	Eng
😭	Punct
😭	Punct
😭	Punct
😭	Punct
this	Eng
shi	Eng
funny	Eng
asfkkkkkkk	Eng
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
this	Eng
is	Eng
the	Eng
funniest	Eng
thing	Eng
I	Eng
'	Punct
ve	Eng
seen	Eng
all	Eng
year	Eng
🤣	Punct
🤣	Punct
good	Eng
afternoon	Eng
sir	Spn
Mexican	Spn
guy	Eng
